uni_name,state,status,uni_type,url
Kaushalya the Skill University,Gujarat,2(f),State,https://kaushalyaskilluniversity.ac.in
A.K.S. University,Madhya Pradesh,2(f),Private,https://www.aksuniversity.ac.in
A.P.G. (Alakh Prakash Goyal) Shimla University,Himachal Pradesh,2(f),Private,https://agu.edu.in
A.P.J. Abdul Kalam Technological University,Kerala,2(f),State,https://ktu.edu.in
AAFT University of Media and Arts,Chhattisgarh,2(f),Private,https://aaft.edu.in
Abhilashi University,Himachal Pradesh,2(f),Private,https://www.abhilashiuniversity.com
Abhyuday University,Madhya Pradesh,2(f),Private,https://abhyudayuniversity.com
Academy of Maritime Education and Training,Tamil Nadu,Section-III,Deemed to be Universities,https://www.ametuniv.ac.in
Acharaya N.G.Ranga Agricultural University,Andhra Pradesh,2(f),State,https://angrau.ac.in
Acharya Nagarjuna University,Andhra Pradesh,2(f) & 12(B),State,https://nagarjunauniversity.ac.in
Acharya Narendra Deva Krishi Evam Prodyogik Vishwavidyalaya,Uttar Pradesh,2(f) & 12(B),State,https://www.nduat.org
Adamas University,West Bengal,2(f),Private,https://adamasuniversity.ac.in
Adani University,Gujarat,2(f),Private,https://www.adaniuni.ac.in
Adesh University,Punjab,2(f),Private,https://adeshuniversity.ac.in
Adichunchanagiri University,Karnataka,2(f),Private,https://www.acu.edu.in
Adikavi Nannaya University,Andhra Pradesh,2(f) & 12(B),State,https://www.nannayauniversity.info
Agrawan Heritage University,Uttar Pradesh,2(f),Private,https://www.ahu.ac.in
Agriculture University,Rajasthan,2(f),State,https://www.aujodhpur.ac.in
Ahmedabad University,Gujarat,2(f) & 12(B),Private,https://www.ahduni.edu.in
AIPH University,Odisha,2(f),Private,https://aiph.ac.in
AISECT University,Jharkhand,2(f),Private,https://www.aisectuniversityjharkhand.ac.in
Ajeenkya D.Y. Patil University,Maharashtra,2(f),Private,https://adypu.edu.in
Akal University,Punjab,2(f),Private,https://www.auts.ac.in
Al-Falah University,Haryana,2(f),Private,https://alfalahuniversity.edu.in
Al-Karim University,Bihar,2(f),Private,https://www.alkarimuniversity.edu.in
Alagappa University,Tamil Nadu,2(f) & 12(B),State,https://www.alagappauniversity.ac.in
Alard University,Maharashtra,2(f),Private,https://alarduniversity.edu.in
Aliah University,West Bengal,2(f) & 12(B),State,https://www.aliah.ac.in
Aligarh Muslim University,Uttar Pradesh,2(f) & 12(B),Central,https://www.amu.ac.in
Alliance University,Karnataka,2(f),Private,https://www.alliance.edu.in
Amaltas University,Madhya Pradesh,2(f),Private,https://amaltasuniversity.in
Amity University,Karnataka,2(f),Private,https://amity.edu/Bengaluru
Amity University,Punjab,2(f),Private,https://www.amity.edu/mohali
Amity University,Bihar,2(f),Private,https://amity.edu/bihar/amity-patna.aspx
Amity University,Maharashtra,2(f),Private,https://www.amity.edu/mumbai
Amity University,Chhattisgarh,2(f),Private,https://amity.edu/raipur
Amity University,West Bengal,2(f),Private,https://amity.edu/kolkata
Amity University,Jharkhand,2(f),Private,https://www.amity.edu/ranchi
Amity University,Rajasthan,2(f),Private,https://amity.edu/jaipur
AMITY University,Uttar Pradesh,2(f),Private,https://amity.edu
AMITY University,Haryana,2(f),Private,https://www.amity.edu/gurugram
Amity University,Madhya Pradesh,2(f),Private,https://www.amity.edu
Amrapali University,Uttarakhand,2(f),Private,https://amrapali.ac.in
Amrita Vishwa Vidyapeetham,Tamil Nadu,Section-III,Deemed to be Universities,https://www.amrita.edu
Anand Agricultural University,Gujarat,2(f),State,https://www.aau.in
Anant National University,Gujarat,2(f),Private,https://www.anu.edu.in
Andhra Kesari University,Andhra Pradesh,2(f),State,https://andhrakesariuniversity.in
Andhra Pradesh Fisheries University,Andhra Pradesh,2(f),State,https://apfu.ap.gov.in
Andhra University,Andhra Pradesh,2(f) & 12(B),State,https://www.andhrauniversity.edu.in
Anjaneya University,Chhattisgarh,2(f),Private,https://anjaneyauniversity.ac.in
Anna University,Tamil Nadu,2(f) & 12(B),State,https://www.annauniv.edu
Annamalai University,Tamil Nadu,2(f) & 12(B),State,https://www.annamalaiuniversity.ac.in
Apeejay Stya University,Haryana,2(f) & 12(B),Private,https://university.apeejay.edu
Apex Professional University,Arunachal Pradesh,2(f),Private,https://www.apexuniversity.edu.in
Apex university,Rajasthan,2(f),Private,https://www.apexuniversity.co.in
Arka Jain University,Jharkhand,2(f),Private,https://www.arkajainuniversity.ac.in
Arni University,Himachal Pradesh,2(f),Private,https://www.arni.in
Arunachal University of Studies,Arunachal Pradesh,2(f),Private,https://www.arunachaluniversity.ac.in
Arunodaya University,Arunachal Pradesh,2(f),Private,https://www.arunodayauniversity.ac.in
Aryabhatta Knowledge University,Bihar,2(f),State,https://akubihar.ac.in
Aryavart University,Madhya Pradesh,2(f),Private,https://www.auindia.ac.in
ASBM University,Odisha,2(f),Private,https://www.asbm.ac.in
Ashoka University,Haryana,2(f) & 12(B),Private,https://https://www.ashoka.edu.in
Asian International University,Manipur,2(f),Private,https://aiu.edu.in
Assam Agricultural University,Assam,2(f) & 12(B),State,https://www.aau.ac.in
Assam Don Bosco University,Assam,2(f) & 12(B),Private,https://www.dbuniversity.ac.in
Assam Down Town University,Assam,2(f) & 12(B),Private,https://adtu.in
Assam Rajiv Gandhi University of Co-operative Management,Assam,2(f),State,https://www.argucom.ac.in
Assam Science & Technology University,Assam,2(f),State,https://www.astu.org.in
Assam Skill University,Assam,2(f),State,https://asu.ac.in
Assam University,Assam,2(f) & 12(B),Central,https://www.aus.ac.in
Assam Women's University,Assam,2(f),State,https://awu.ac.in
Atal Bihari Bajpayee Vishwavidyalaya (Formerly Bilaspur Vishwavidyalaya),Chhattisgarh,2(f) & 12(B),State,https://www.bilaspuruniversity.ac.in
Atal Bihari Vajpayee Hindi Vishwavidyalaya,Madhya Pradesh,2(f),State,https://www.abvhv.edu.in
Atal Bihari Vajpayee Medical University,Uttar Pradesh,2(f),State,https://abvmuup.edu.in
Atal Medical and Research University(Formerly Himachal Pradesh University of Health Sciences),Himachal Pradesh,2(f),State,https://amruhp.ac.in
ATLAS SKILLTECH UNIVERSITY,Maharashtra,2(f),Private,https://www.atlasuniversity.edu.in
Atmiya University,Gujarat,2(f),Private,https://atmiyauni.ac.in
Atria University,Karnataka,2(f),Private,https://www.atriauniversity.edu.in
Auniati University,Assam,2(f),Private,https://auniv.in
"AURO University, Surat",Gujarat,2(f),Private,https://aurouniversity.edu.in
Aurora Higher Education and Research Academy,Telangana,Section-III,Deemed to be Universities,https://www.aurora.ac.in
Avantika University,Madhya Pradesh,2(f),Private,https://www.avantikauniversity.edu.in
Avinashilingam Institute for Home Science & Higher Education for Women,Tamil Nadu,Section-III & 12(B),Deemed to be Universities,https://avinuty.ac.in
Awadesh Pratap Singh University,Madhya Pradesh,2(f) & 12(B),State,https://www.apsurewa.nic.in
Ayush and Health Sciences University of Chhattisgarh,Chhattisgarh,2(f),State,https://www.cghealthuniv.com
Azim Premji University,Karnataka,2(f),Private,https://azimpremjiuniversity.edu.in
Azim Premji University,Madhya Pradesh,2(f),Private,https://azimpremjiuniversity.edu.in/bhopal
B.L.D.E.,Karnataka,Section-III & 12(B),Deemed to be Universities,https://bldedu.ac.in
B.S. Abdur Rahman Institute of Science and Technology,Tamil Nadu,Section-III,Deemed to be Universities,https://www.bsauniv.ac.in
Baba Amte Divyang University,Rajasthan,2(f),State,https://amtedivyanguniversity.ac.in
Baba Farid University of Health Sciences,Punjab,2(f) & 12(B),State,https://www.bfuhs.ac.in
Baba Ghulam Shah Badshah University,Jammu and Kashmir,2(f) & 12(B),State,https://bgsbu.ac.in
Baba Mast Nath University,Haryana,2(f),Private,https://bmu.ac.in
Babasaheb Bhimrao Ambedkar Bihar University,Bihar,2(f) & 12(B),State,https://www.brabu.net
Babasaheb Bhimrao Ambedkar University,Uttar Pradesh,2(f) & 12(B),Central,https://www.bbau.ac.in
Babu Banarasi Das University,Uttar Pradesh,2(f),Private,https://bbdu.ac.in
Babu Dinesh Singh University,Jharkhand,2(f),Private,https://bdsu.ac.in
Baddi University of Emerging Sciences & Technology,Himachal Pradesh,2(f),Private,https://baddiuniv.ac.in
Bagalkot University,Karnataka,2(f),State,https://www.bgku.ac.in
Bahra University,Himachal Pradesh,2(f),Private,https://www.bahrauniversity.edu.in
Banaras Hindu University,Uttar Pradesh,2(f) & 12(B),Central,https://www.bhu.ac.in
Banasthai Vidyapith,Rajasthan,Section-III & 12(B),Deemed to be Universities,https://www.banasthali.org
Banda University of Agriculture & Technology,Uttar Pradesh,2(f),State,https://buat.edu.in
Bangalore University,Karnataka,2(f) & 12(B),State,https://eng.bangaloreuniversity.ac.in
Bankura University,West Bengal,2(f) & 12(B),State,https://bankurauniv.ac.in
Bareilly International University,Uttar Pradesh,2(f),Private,https://www.biu.edu.in
Barkatullaah University,Madhya Pradesh,2(f) & 12(B),State,https://www.bubhopal.nic.in
Bengaluru City University,Karnataka,2(f),State,https://bcu.ac.in
Bengaluru Dr. B. R. Ambedkar School of Economics University,Karnataka,2(f),State,https://base.ac.in
Bengaluru North University,Karnataka,2(f),State,https://eng.bnu.ac.in
Bennett University,Uttar Pradesh,2(f),Private,https://www.bennett.edu.in
Berhampur University,Odisha,2(f) & 12(B),State,https://www.buodisha.edu.in
Bhagat Phool Singh Mahila Vishwavidyalaya,Haryana,2(f) & 12(B),State,https://bpsmv.digitaluniversity.ac
Bhagwan Mahavir University,Gujarat,2(f),Private,https://www.bmusurat.ac.in
Bhagwant University,Rajasthan,2(f),Private,https://www.bhagwantuniversity.com
Bhaikaka University,Gujarat,2(f),Private,https://www.bhaikakauniv.edu.in
Bhakta Kavi Narsinh Mehta University,Gujarat,2(f) & 12(B),State,https://www.bknmu.edu.in
Bharath Institute of Higher Education & Research,Tamil Nadu,Section-III,Deemed to be Universities,https://www.bharathuniv.ac.in
Bharathiar University,Tamil Nadu,2(f) & 12(B),State,https://www.b-u.ac.in
Bharathidasan University,Tamil Nadu,2(f) & 12(B),State,https://www.bdu.ac.in
Bharati Vidyapeeth,Maharashtra,Section-III & 12(B),Deemed to be Universities,https://bvuniversity.edu.in
Bharatiya Engineering Science and Technology Innovation University,Andhra Pradesh,2(f),Private,https://bestiu.edu.in
Bharti Vishwavidyalay,Chhattisgarh,2(f),Private,https://bhartiuniversity.org
Bhartiya Skill Development University,Rajasthan,2(f),Private,https://ruj-bsdu.in
Bhatkhande Sanskriti Vishwavidyalaya,Uttar Pradesh,2(f),State,https://bhatkhandemusic.edu.in
Bhattadev University,Assam,2(f),State,https://www.bhattadevuniversity.ac.in
Bhupal Nobles University,Rajasthan,2(f),Private,https://www.bnuniversity.ac.in
Bhupendra Narayan Mandal University,Bihar,2(f) & 12(B),State,https://bnmu.bih.nic.in
Bidhan Chandra Krishi Vishwavidyalaya,West Bengal,2(f) & 12(B),State,https://www.bckv.edu.in
Bihar Agricultural University,Bihar,2(f),State,https://bausabour.ac.in
Bihar Animal Sciences University,Bihar,2(f),State,https://www.basu.org.in
Bihar Engineering University,Bihar,2(f),State,https://beu-bih.ac.in/BEUP/Default.aspx
Bihar Sports University,Bihar,2(f),State,https://biharsports.org
Bihar University of Health Sciences,Bihar,2(f),State,https://buhs.ac.in
Biju Patnaik University of Technology,Odisha,2(f),State,https://www.bput.ac.in
Bikaner Technical University,Rajasthan,2(f),State,https://btu.ac.in
Binod Bihari Mahto Koyalanchal University,Jharkhand,2(f),State,https://bbmku.ac.in
Bir Tikendrajit University,Manipur,2(f),Private,https://www.birtikendrajituniversity.ac.in
Birangana Sati Sadhani Rajyik Vishwavidyalaya,Assam,2(f),State,https://bssrv.ac.in
Birla Global University,Odisha,2(f),Private,https://www.bgu.ac.in
Birla Institute of Technology,Jharkhand,Section-III,Deemed to be Universities,https://www.bitmesra.ac.in
Birla Institute of Technology & Science,Rajasthan,Section-III,Deemed to be Universities,https://www.bits-pilani.ac.in
Birsa Agricultural University,Jharkhand,2(f) & 12(B),State,https://www.baujharkhand.org
Birsa Munda Tribal University,Gujarat,2(f),State,https://comm-tribal.gujarat.gov.in
Biswa Bangla Biswabidyalay,West Bengal,2(f),State,https://www.biswabanglabiswabidyalay.org
BML Munjal University,Haryana,2(f),Private,https://www.bmu.edu.in
Bodoland University,Assam,2(f) & 12(B),State,https://buniv.edu.in
Brainware University,West Bengal,2(f),Private,https://brainwareuniversity.ac.in
Bundelkhand University,Uttar Pradesh,2(f) & 12(B),State,https://www.bujhansi.ac.in
Burdwan University,West Bengal,2(f) & 12(B),State,https://www.buruniv.ac.in
C. U. Shah University,Gujarat,2(f),Private,https://www.cushahuniversity.ac.in
C. V. Raman Global University,Odisha,2(f),Private,https://cgu-odisha.ac.in
Calcutta University,West Bengal,2(f) & 12(B),State,https://www.caluniv.ac.in
Calicut University,Kerala,2(f) & 12(B),State,https://www.uoc.ac.in
Captain Williamson Sangma State University,Meghalaya,2(f),State,https://Null
Career Point University,Rajasthan,2(f),Private,https://www.cpur.in
Career Point University,Himachal Pradesh,2(f),Private,https://www.cpuh.in
Central Agricultural University,Manipur,2(f) & 12(B),Central,https://cau.ac.in
Central Institute of Buddhist Studies(CIBS),Ladakh,Section-III,Deemed to be Universities,https://cibs.ac.in
Central Institute of Fisheries Education,Maharashtra,Section-III,Deemed to be Universities,https://www.cife.edu.in
Central Institute of Higher Tibetan Studies,Uttar Pradesh,Section-III,Deemed to be Universities,https://www.cihts.ac.in
Central Institute of Technology(CIT),Assam,Section-III,Deemed to be Universities,https://www.cit.ac.in
Central Sanskrit University,Delhi,2(f) & 12(B),Central,https://www.sanskrit.nic.in
Central University of Gujarat,Gujarat,2(f) & 12(B),Central,https://www.cug.ac.in
Central University of Haryana,Haryana,2(f) & 12(B),Central,https://www.cuh.ac.in
Central University of Himachal Pradesh,Himachal Pradesh,2(f) & 12(B),Central,https://www.cuhimachal.ac.in
Central University of Jammu,Jammu and Kashmir,2(f) & 12(B),Central,https://www.cujammu.ac.in
Central University of Jharkhand,Jharkhand,2(f) & 12(B),Central,https://www.cuj.ac.in
Central University of Karnataka,Karnataka,2(f) & 12(B),Central,https://www.cuk.ac.in
Central University of Kashmir,Jammu and Kashmir,2(f) & 12(B),Central,https://www.cukashmir.ac.in
Central University of Kerala,Kerala,2(f) & 12(B),Central,https://www.cukerala.ac.in
Central University of Odisha,Odisha,2(f) & 12(B),Central,https://cuo.ac.in
Central University of Punjab,Punjab,2(f) & 12(B),Central,https://www.cup.ac.in
Central University of Rajasthan,Rajasthan,2(f) & 12(B),Central,https://www.curaj.ac.in
Central University of South Bihar,Bihar,2(f) & 12(B),Central,https://www.cusb.ac.in
Central University of Tamil Nadu,Tamil Nadu,2(f) & 12(B),Central,https://cutn.ac.in
Centurion  University  of Technolgy and Management,Odisha,2(f) & 12(B),Private,https://http//www.cutm.ac.in
Centurion University of Technology and Management,Andhra Pradesh,2(f),Private,https://cutmap.ac.in
CEPT University (Formerly Centre for Environmental Planning and Technology University),Gujarat,2(f),Private,https://www.cept.ac.in
Chaitanya,Telangana,Section-III,Deemed to be Universities,https://chaitanya.edu.in
Chanakya National Law University,Bihar,2(f) & 12(B),State,https://www.cnlu.ac.in
Chandigarh University,Uttar Pradesh,2(f),Private,https://www.culko.in
Chandigarh University,Punjab,2(f) & 12(B),Private,https://www.cuchd.in
Chandra Shekhar Azad University of Agriculture & Technology,Uttar Pradesh,2(f) & 12(B),State,https://www.csauk.ac.in
Charotar University of Science & Technology,Gujarat,2(f),Private,https://www.charusat.ac.in
Chaudhary Bansi Lal University,Haryana,2(f) & 12(B),State,https://cblu.ac.in
Chaudhary Charan Singh University,Uttar Pradesh,2(f) & 12(B),State,https://www.ccsuniversity.ac.in
Chaudhary Devi Lal University,Haryana,2(f) & 12(B),State,https://cdlu.digitaluniversity.ac
Chaudhary Ranbir Singh University,Haryana,2(f) & 12(B),State,https://www.crsujind.org
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,Himachal Pradesh,2(f) & 12(B),State,https://hillagric.ac.in:1003/cskhpau
Chennai Mathematical Institute,Tamil Nadu,Section-III,Deemed to be Universities,https://www.cmi.ac.in
Chettinad Academy of Research and Education  (CARE),Tamil Nadu,Section-III & 12(B),Deemed to be Universities,https://care.edu.in
Chhatrapati Shahu Ji Maharaj University,Uttar Pradesh,2(f) & 12(B),State,https://csjmu.ac.in
Chhatrapati Shivaji Maharaj University,Maharashtra,2(f),Private,https://www.csmu.ac.in
Chhattisgarh Kamdhenu Vishwavidyalaya,Chhattisgarh,2(f),State,https://cgkv.ac.in
Chhattisgarh Swami Vivekanad Technical Universty,Chhattisgarh,2(f) & 12(B),State,https://www.csvtu.ac.in
Children's University,Gujarat,2(f),State,https://www.cugujarat.ac.in
Chinmaya Vishwavidyapeeth,Kerala,Section-III,Deemed to be Universities,https://www.cvv.ac.in
Chirayu University,Madhya Pradesh,2(f),Private,https://www.cmchbhopal.com
Chitkara  University,Punjab,2(f) & 12(B),Private,https://www.chitkara.edu.in
Chitkara University,Himachal Pradesh,2(f),Private,https://www.chitkarauniversity.edu.in
Choudhary Charan Singh Haryana Agricultural Univeersity,Haryana,2(f) & 12(B),State,https://www.hau.ac.in
Christ,Karnataka,Section-III,Deemed to be Universities,https://www.christuniversity.in
Cluster University,Andhra Pradesh,2(f),State,https://www.cuklap.ac.in
Cluster University of Jammu,Jammu and Kashmir,2(f),State,https://clujammu.ac.in
Cluster University of Srinagar,Jammu and Kashmir,2(f),State,https://www.cusrinagar.edu.in
CMJ University,Meghalaya,2(f),Private,https://www.cmjumeghalaya.edu.in
CMR University,Karnataka,2(f),Private,https://www.cmr.edu.in
Cochin Unviersity of Science & Technology,Kerala,2(f) & 12(B),State,https://www.cusat.ac.in
COEP Technological University,Maharashtra,2(f),State,https://www.coeptech.ac.in
Cooch Behar Panchanan Barma University,West Bengal,2(f),State,https://cbpbu.ac.in
Cotton University,Assam,2(f) & 12(B),State,https://cottonuniversity.ac.in
CT University,Punjab,2(f),Private,https://www.ctuniversity.in
D Y Patil International University,Maharashtra,2(f),Private,https://dypiu.ac.in
D. Y. Patil,Maharashtra,Section-III,Deemed to be Universities,https://www.dypatil.ac.in
D. Y. Patil  Agriculture and Technical University,Maharashtra,2(f),Private,https://www.dyp-atu.org
D.A.V University,Punjab,2(f),Private,https://www.davuniversity.org
D.Y Patil Educational Society,Maharashtra,Section-III,Deemed to be Universities,https://dypatilunikop.org
Dada Lakhmi Chand State University of Performing and Visual Arts (SUPVA),Haryana,2(f),State,https://dlcsupva.ac.in
Damodaram Sanjivayya National Law University,Andhra Pradesh,2(f) & 12(B),State,https://dsnlu.ac.in
Darshan University,Gujarat,2(f),Private,https://www.darshan.ac.in
Datta Meghe Institute of Higher Education and Research,Maharashtra,Section-III & 12(B),Deemed to be Universities,https://www.dmimsu.edu.in
Davangere University,Karnataka,2(f) & 12(B),State,https://www.davangereuniversity.ac.in
Dayalbagh Educational Institute,Uttar Pradesh,Section-III & 12(B),Deemed to be Universities,https://www.dei.ac.in
Dayananda Sagar University,Karnataka,2(f),Private,https://www.dsu.edu.in
DBS Global University,Uttarakhand,2(f),Private,https://dgu.ac
Deccan College Postgraduate & Research Institute,Maharashtra,Section-III,Deemed to be Universities,https://www.dcpune.ac.in
Deen Bandhu Chhotu Ram University of Sciences & Technology,Haryana,2(f) & 12(B),State,https://www.dcrusm.ac.in
Deen Dayal Upadhyay Gorakhpur University,Uttar Pradesh,2(f) & 12(B),State,https://www.ddugu.edu.in
Defence Institute of Advanced Technology,Maharashtra,Section-III,Deemed to be Universities,https://www.diat.ac.in
Delhi Pharmaceutical Sciences & Research University,Delhi,2(f),State,https://dpsru.edu.in
Delhi Skill and Entrepreneurship University,Delhi,2(f),State,https://dseu.ac.in
Delhi Technological University,Delhi,2(f) & 12(B),State,https://www.dtu.ac.in
DES Pune University,Maharashtra,2(f),Private,https://despu.edu.in
Desh Bhagat University,Punjab,2(f) & 12(B),Private,https://www.deshbhagatuniversity.in
Dev Bhoomi Uttarakhand University,Uttarakhand,2(f),Private,https://www.dbuu.ac.in
Dev Sanskriti Vishwavidyalaya,Chhattisgarh,2(f),Private,https://www.dsvv.ac.in
Dev Sanskriti Vishwavidyalaya,Uttarakhand,2(f),Private,https://www.dsvv.ac.in
Devi Ahilya Vishwavidyalaya,Madhya Pradesh,2(f) & 12(B),State,https://www.dauniv.ac.in
Dhanalakshmi Srinivasan University,Tamil Nadu,2(f),Private,https://www.dsuniversity.ac.in
Dhanamanjuri University,Manipur,2(f),State,https://www.dmu.ac.in
Dharmashastra National Law University,Madhya Pradesh,2(f),State,https://www.mpdnlu.ac.in
Dharmsinh Desai University,Gujarat,2(f) & 12(B),State,https://www.ddu.ac.in
"Dhirubhai Ambani University (Formerly Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar)",Gujarat,2(f),Private,https://www.daiict.ac.in
Diamond Harbour Women's University,West Bengal,2(f) & 12(B),State,https://www.dhwu.ac.in
Dibrugarh University,Assam,2(f) & 12(B),State,https://www.dibru.ac.in
DIT University,Uttarakhand,2(f),Private,https://www.dituniversity.edu.in
Doon University,Uttarakhand,2(f) & 12(B),State,https://www.gov.ua.nic.in/doonuniversity
Dr C. V. Raman University,Bihar,2(f),Private,https://www.cvrubihar.ac.in
Dr K N Modi University,Rajasthan,2(f) & 12(B),Private,https://www. dknmu.org
Dr Y. S. R. Architecture & Fine Arts University,Andhra Pradesh,2(f),State,https://www.ysrafu.ac.in
Dr. A.P.J Abdul Kalam University,Madhya Pradesh,2(f),Private,https://www.aku.ac.in
Dr. A.P.J. Abdul Kalam Technical University,Uttar Pradesh,2(f) & 12(B),State,https://aktu.ac.in
Dr. Abdul Haq Urdu University,Andhra Pradesh,2(f),State,https://ahuuk.ac.in
Dr. B. R. Ambedkar University,Andhra Pradesh,2(f) & 12(B),State,https://www.brau.edu.in
Dr. B. R. Ambedkar University of Social Sciences,Madhya Pradesh,2(f) & 12(B),State,https://brauss.in
Dr. B.R. Ambedkar National Law University,Haryana,2(f),State,https://dbranlu.ac.in
Dr. B.R. Ambedkar University,Uttar Pradesh,2(f) & 12(B),State,https://dbrau.ac.in
Dr. B.R. Ambedkar University,Delhi,2(f) & 12(B),State,https://www.aud.ac.in
Dr. B.R.Ambedkar Open University,Telangana,2(f) & 12(B),State,https://www.braou.ac.in
Dr. Babasaheb Ambedkar Marathwada University,Maharashtra,2(f) & 12(B),State,https://www.bamu.net
Dr. Babasaheb Ambedkar Open University,Gujarat,2(f) & 12(B),State,https://www.baou.edu.in
Dr. Babasaheb AmbedkarTechnological University,Maharashtra,2(f) & 12(B),State,https://www.dbatu.ac.in
Dr. Bhimrao Ambedkar Law University,Rajasthan,2(f),State,https://www.alujaipur.ac.in
Dr. C.V. Raman University,Chhattisgarh,2(f),Private,https://www.cvru.ac.in
Dr. D.Y. Patil Dnyan Prasad,Maharashtra,2(f),Private,https://dypdpu.edu.in
Dr. D.Y. Patil Vidyapeeth,Maharashtra,Section-III & 12(B),Deemed to be Universities,https://www.dpu.edu.in
Dr. Harisingh Gour Vishwavidyalaya,Madhya Pradesh,2(f) & 12(B),Central,https://dhsgsu.edu.in
Dr. Homi Bhabha State University,Maharashtra,2(f),State,https://www.hbsu.ac.in
Dr. M.G.R. Educational and Research Institute,Tamil Nadu,Section-III,Deemed to be Universities,https://www.drmgrdu.ac.in
Dr. N.T.R. University of Health Sciences,Andhra Pradesh,2(f),State,https://drntruhs.in
Dr. P. A. Inamdar University,Maharashtra,2(f),Private,https://drpaiu.edu.in
Dr. Punjabrao Deshmukh Krishi Vidyapeeth,Maharashtra,2(f) & 12(B),State,https://www.pdkv.mah.nic.in
Dr. Rajendra Prasad Central Agricultural University,Bihar,2(f) & 12(B),Central,https://www.rpcau.ac.in
Dr. Rajendra Prasad National Law University,Uttar Pradesh,2(f),State,https://www.rpnlup.ac.in
Dr. Ram Manohar Lohia Awadh University,Uttar Pradesh,2(f) & 12(B),State,https://www.rmlau.ac.in
Dr. Ram Manohar Lohia Institute of Medical Sciences,Uttar Pradesh,2(f),State,https://www.drrmlims.ac.in
Dr. Ram Manohar Lohiya National Law University,Uttar Pradesh,2(f) & 12(B),State,https://www.rmlau.ac.in
Dr. Shakuntala Misra National Rehabilitation University,Uttar Pradesh,2(f) & 12(B),State,https://dsmru.up.nic.in
Dr. Vishwanath Karad MIT World Peace University,Maharashtra,2(f),Private,https://mitwpu.edu.in
Dr. Y.S.Parmar University of Horticulture & Forestry,Himachal Pradesh,2(f) & 12(B),State,https://www.yspuniversity.ac.in
Dr. Y.S.R. Horticultural University,Andhra Pradesh,2(f),State,https://drysrhu.ap.gov.in
Dravidian University,Andhra Pradesh,2(f) & 12(B),State,https://www.dravidianuniversity.ac.in
DRIEMS University,Odisha,2(f),Private,https://driems.ac.in
Drs. Kiran & Pallavi Patel Global University (KPGU),Gujarat,2(f),Private,https://kpgu.ac.in
Durga Soren University,Jharkhand,2(f),Private,https://www.durgasorenuniversity.ac.in
